id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality
10242,中鋼以「智慧創新、綠能減碳、價值共創，成為永續成長的卓越企業」為願景，在願景引領下，中鋼以二軸（高值化精緻鋼廠、發展綠能產業）、三轉（數位轉型、低碳轉型、供應鏈轉型）為方向，規劃 114~123 年之 10 項主軸策略，持續在生產流程、產品組合、營運模式、綠能減碳、投資布局，以及公司治理等各面向精進優化，不再追求「量變」，關鍵更在「質變」，不再追求生產更多的鋼鐵，而是要從鋼鐵中創造更大的價值：,E,Yes,中鋼以「智慧創新、綠能減碳、價值共創，成為永續成長的卓越企業」為願景，,longer_than_5_years,Yes,在願景引領下，中鋼以二軸（高值化精緻鋼廠、發展綠能產業）、三轉（數位轉型、低碳轉型、供應鏈轉型）為方向，規劃 114~123 年之 10 項主軸策略，持續在生產流程、產品組合、營運模式、綠能減碳、投資布局，以及公司治理等各面向精進優化，不再追求「量變」，關鍵更在「質變」，不再追求生產更多的鋼鐵，而是要從鋼鐵中創造更大的價值：,Clear
10243,依南亞科技勞工及道德管理手冊每年下半年各體系應依「勞工及道德風險評估項目與標準」以及「勞工及道德風險評估表」持續鑑別體系負責業務之勞工及道德相關危害及風險，實施必要之控制方法。「風險評估表」之風險指數 = 資產等級 A * 威脅等級 T * 弱點等級 V * 後果等級 C。各體系做風險評估時，若有弱點是 Level-3 或風險指數大於或等於 16 者，屬於較高風險，須填寫「勞工及道德目標、標的與管理方案執行評估表」予以評估改善。經管理代表核准可行之管理方案應使用「勞工及道德目標、標的與管理方案成果表」檢討管理方案效益，並須配合產品活動或服務，管理目標與標的，在體系工作業務上做適當新增或修正。,S,Yes,各體系應依「勞工及道德風險評估項目與標準」以及「勞工及道德風險評估表」持續鑑別體系負責業務之勞工及道德相關危害及風險，實施必要之控制方法。,between_2_and_5_years,Yes,若有弱點是 Level-3 或風險指數大於或等於 16 者，屬於較高風險，須填寫「勞工及道德目標、標的與管理方案執行評估表」予以評估改善。經管理代表核准可行之管理方案應使用「勞工及道德目標、標的與管理方案成果表」檢討管理方案效益，,Clear
10244,導入產品永續性及生產  a. 減少材料使用  b. 採用回收材料  c. 模組化設計  d. 最佳運輸材積設計  e. 綠色生產製造,E,Yes,導入產品永續性及生產,between_2_and_5_years,No,,N/A
10245,陽明海運在全球各地長期經營業務，致力於尊重和維護國際公認的各項人權，並確保業務活動符合當地法律法規和國際標準，提供一個公正平等的工作環境，確保員工和合作夥伴的權益得到尊重和保障。在人權方面，尊重和維護國際公認的各項人權，絕不參與任何漠視與涉及人權侵害之活動。本公司參考國際人權法典 (International Bill of Human Rights)、聯合國全球盟約 (United Nations Global Compact)、國際勞工組織 (International Labour Organization) 核心公約標準等國際人權公約，制定了本公司的人權政策，亦訂定公司內部規章，對於違反法令、公司內部規定者，以相關懲處辦法進行懲戒事宜。,S,Yes,陽明海運在全球各地長期經營業務，致力於尊重和維護國際公認的各項人權，並確保業務活動符合當地法律法規和國際標準，提供一個公正平等的工作環境，確保員工和合作夥伴的權益得到尊重和保障。,between_2_and_5_years,Yes,本公司參考國際人權法典 (International Bill of Human Rights)、聯合國全球盟約 (United Nations Global Compact)、國際勞工組織 (International Labour Organization) 核心公約標準等國際人權公約，制定了本公司的人權政策，亦訂定公司內部規章，對於違反法令、公司內部規定者，以相關懲處辦法進行懲戒事宜。,Clear
10246,"為幫助國內家庭經濟困難及高風險家庭的學生，本公司持續攜手富邦慈善基金會、串聯富邦悍將隊，執行體育公益回饋創新專案–「悍」你用愛心做朋友，球季期間，富邦悍將隊於新莊主場賽事每得 1 分，本公司即捐贈新北在地弱勢學子 1 年 7,200 元的助學金。2024 年共捐助新臺幣約 164 萬元，幫助 228 位弱勢學童，盼望陪伴更多孩子安心學習成長，並勉勵遭遇到人生各種挫折與挑戰時，展現奮戰不懈的運動家精神。",S,Yes,"本公司持續攜手富邦慈善基金會、串聯富邦悍將隊，執行體育公益回饋創新專案–「悍」你用愛心做朋友，球季期間，富邦悍將隊於新莊主場賽事每得 1 分，本公司即捐贈新北在地弱勢學子 1 年 7,200 元的助學金。",already,Yes,2024 年共捐助新臺幣約 164 萬元，幫助 228 位弱勢學童，盼望陪伴更多孩子安心學習成長，並勉勵遭遇到人生各種挫折與挑戰時，展現奮戰不懈的運動家精神。,Clear
10247,報告書揭露之數據及資料由各部門代表共同彙整、推動報告書編纂業務。本報告書透過利害關係人鑑別、重大永續主題辨識，彙整各部門資訊與永續績效指標等作業所集成。各部門資訊與永續績效指標完整性與正確性由各部門主管初步審核後，由股務統籌進行資訊數據再檢驗、內容規劃與編輯修訂等事宜。由內部行政流程審閱，並經董事會通過後公開揭露。,G,No,,N/A,No,,N/A
10248,每年盤點本公司之台灣子公司中租迪和、合迪、中租汽車、仲利國際、仲利越南等投融資數據(包含股權投資、公司債、一般企業授信及車貸)，2024年授信客戶，依據中租鑑別之五大高碳排產業分類，符合分析標的之企業總數共898家。本公司企業客戶的碳排放曝險以水泥工業及鋼鐵工業為主，在情境一當中國鍵曝險產業為鋼鐵工業；因本公司授信客戶主要位於台灣及中國大陸區域，在情境二及情境三之中中國因政策轉變，碳價開始快速成長，故本公司水泥工業曝險額度隨著碳價變化及減碳情境不同呈現大幅度成長。,G,Yes,每年盤點本公司之台灣子公司中租迪和、合迪、中租汽車、仲利國際、仲利越南等投融資數據,already,Yes,符合分析標的之企業總數共898家。本公司企業客戶的碳排放曝險以水泥工業及鋼鐵工業為主，在情境一當中國鍵曝險產業為鋼鐵工業；在情境二及情境三之中中國因政策轉變，碳價開始快速成長，故本公司水泥工業曝險額度隨著碳價變化及減碳情境不同呈現大幅度成長。,Clear
10249,"精確的溫度控制，攸關晶片的良率，因此負責降溫的冰水機 (chiller) 系統，在半導體製程中扮演重要角色，但也成為晶圓廠中最耗電的設備。「i-Chiller 2.0」升級「智能化」，透過分析大數據資料與特徵參數，判斷最需降溫的機台，動態調動資源給最需要的地方，將整體系統效能最佳化，減少不必要的能耗。目前「智能化冰機」已在 Fab 12A 的 3 個廠區建置完成，因各廠區需要時間開發各自專屬的演算法，預計至 2027 年全面導入，預估每年可省下超過新台幣 5,000 萬元的電費。",E,Yes,"預計至 2027 年全面導入，預估每年可省下超過新台幣 5,000 萬元的電費。",between_2_and_5_years,Yes,透過分析大數據資料與特徵參數，判斷最需降溫的機台，動態調動資源給最需要的地方，將整體系統效能最佳化，減少不必要的能耗。目前「智能化冰機」已在 Fab 12A 的 3 個廠區建置完成,Clear
10250,以顧客為核心，用獨特的創意與巧思，從推動永續金融應用，到建立「防詐藍圖」，展現玉山在永續發展與民眾資產保護上的實際行動。透過科技驅動、場域深入與跨界合作，玉山不斷突破既有框架，打造創新服務與合作模式，堅定前行並創造長遠價值。,S,Yes,展現玉山在永續發展與民眾資產保護上的實際行動。,between_2_and_5_years,No,,N/A
10251,"國泰奠基於勤辦公的資源，提供彈性工作時間及地點等支持性措施，讓具有照護需求的同仁不用陷入工作與家庭間的拔河抉擇。未來更將擴展至長者照顧，全力支持同仁平衡工作與家庭生活。育嬰留停需求的同仁也可運用 EAP (Employee Assistance Programs, EAP) 專業諮詢及線上學習等資源，獲得日常親子教養、理財規劃、返職前的技能暖身等資訊，減少復職時的摸索期，幫助同仁順利回歸職場。此外，國泰依法設計並落實特休假(有薪年假)制度，將不同年資對應之特休天數訂於內部辦法中。透過制度、人事系統監控及定期追蹤等方式，確保員工依法享有特別休假權益。員工可於人事系統查詢個人特休假天數使用情況；若到期未休完，人員亦可彈性選擇遞延次年使用或折算現金發放。",S,Yes,提供彈性工作時間及地點等支持性措施，讓具有照護需求的同仁不用陷入工作與家庭間的拔河抉擇。,already,Yes,"育嬰留停需求的同仁也可運用 EAP (Employee Assistance Programs, EAP) 專業諮詢及線上學習等資源，獲得日常親子教養、理財規劃、返職前的技能暖身等資訊，減少復職時的摸索期，幫助同仁順利回歸職場。此外，國泰依法設計並落實特休假(有薪年假)制度，將不同年資對應之特休天數訂於內部辦法中。透過制度、人事系統監控及定期追蹤等方式，確保員工依法享有特別休假權益。",Clear
10252,"為提供優質且快速的售後維修服務並達成維修滿意度優於業界的目標，全虹顧客完修後一週內進行「完修案件系統電訪滿意度」調查，每週進行檢討，並依據落後項目與區域進行加強管理，以提高整體滿意度，滿意度績效以淨推薦率 (Touchpoint Net Promoter Score, tNPS) 進行追蹤，2024 年淨推薦率 (tNPS) 實際達成為 97%。",S,Yes,為提供優質且快速的售後維修服務並達成維修滿意度優於業界的目標，全虹顧客完修後一週內進行「完修案件系統電訪滿意度」調查，每週進行檢討，並依據落後項目與區域進行加強管理，以提高整體滿意度，,already,Yes,"滿意度績效以淨推薦率 (Touchpoint Net Promoter Score, tNPS) 進行追蹤，2024 年淨推薦率 (tNPS) 實際達成為 97%。",Clear
10253,本公司對利害關係人建立相應之議合方式與管道，傾聽意見與回饋，每年亦定期向董事會陳報與利害關係人之溝通實績。,G,Yes,本公司對利害關係人建立相應之議合方式與管道，傾聽意見與回饋，每年亦定期向董事會陳報與利害關係人之溝通實績。,already,No,,N/A
